DateTime,Open,High,Low ,Close
8/9/2017 4:00,1.1736,1.17412,1.17198,1.17344
8/9/2017 5:00,1.17344,1.17361,1.17283,1.17332
8/9/2017 6:00,1.17331,1.17399,1.17327,1.17376
8/9/2017 7:00,1.17376,1.17449,1.17358,1.1741
8/9/2017 8:00,1.17411,1.17548,1.17353,1.17455
8/9/2017 9:00,1.1745,1.17615,1.17364,1.17428
8/9/2017 10:00,1.17428,1.17431,1.17222,1.1732
8/9/2017 11:00,1.17317,1.17526,1.17299,1.17403
8/9/2017 12:00,1.17402,1.17519,1.1733,1.17359
8/9/2017 13:00,1.17358,1.17419,1.1732,1.17394
8/9/2017 14:00,1.17399,1.17473,1.17259,1.17452
8/9/2017 15:00,1.17456,1.1746,1.16894,1.17122
8/9/2017 16:00,1.17117,1.17497,1.17087,1.17442
8/9/2017 17:00,1.17446,1.17486,1.17302,1.17481
8/9/2017 18:00,1.1748,1.17496,1.17359,1.17442
8/9/2017 19:00,1.17445,1.17589,1.17399,1.17523
8/9/2017 20:00,1.17524,1.17619,1.17504,1.17523
8/9/2017 21:00,1.1752,1.17564,1.17497,1.17559
8/9/2017 22:00,1.1756,1.17609,1.17538,1.17594
8/9/2017 23:00,1.17591,1.17612,1.17563,1.17598
8/10/2017 0:00,1.17585,1.17703,1.17585,1.17628
8/10/2017 1:00,1.17606,1.17632,1.17578,1.17632
8/10/2017 2:00,1.17629,1.17636,1.17516,1.17572
8/10/2017 3:00,1.17571,1.17624,1.1748,1.17537
8/10/2017 4:00,1.17538,1.17549,1.17415,1.17483
8/10/2017 5:00,1.17483,1.17489,1.17331,1.17387
8/10/2017 6:00,1.17388,1.17396,1.17323,1.17358
8/10/2017 7:00,1.1736,1.17388,1.17267,1.1734
8/10/2017 8:00,1.17338,1.17408,1.17301,1.17317
8/10/2017 9:00,1.17316,1.17358,1.17158,1.17205
8/10/2017 10:00,1.17206,1.17345,1.17198,1.17228
8/10/2017 11:00,1.17229,1.17229,1.17093,1.17115
8/10/2017 12:00,1.17114,1.17253,1.17045,1.17239
8/10/2017 13:00,1.17235,1.17252,1.17134,1.17249
8/10/2017 14:00,1.17258,1.1748,1.17248,1.17415
8/10/2017 15:00,1.17416,1.1749,1.17306,1.17367
8/10/2017 16:00,1.1736,1.17591,1.17181,1.17492
8/10/2017 17:00,1.17501,1.17575,1.1741,1.17509
8/10/2017 18:00,1.17509,1.17618,1.17486,1.17562
8/10/2017 19:00,1.17565,1.17602,1.17521,1.17557
8/10/2017 20:00,1.17553,1.17748,1.17527,1.177
8/10/2017 21:00,1.17699,1.17848,1.17696,1.17736
8/10/2017 22:00,1.17732,1.17797,1.17717,1.17724
8/10/2017 23:00,1.17728,1.17741,1.17675,1.17718
8/11/2017 0:00,1.17706,1.17706,1.17653,1.17657
8/11/2017 1:00,1.17657,1.17707,1.17638,1.17701
8/11/2017 2:00,1.17701,1.17768,1.17679,1.17722
8/11/2017 3:00,1.17721,1.17758,1.17653,1.17704
8/11/2017 4:00,1.177,1.177,1.17616,1.17688
8/11/2017 5:00,1.17687,1.17758,1.17668,1.17753
8/11/2017 6:00,1.17754,1.17765,1.17721,1.17748
8/11/2017 7:00,1.17747,1.17794,1.17642,1.17643
8/11/2017 8:00,1.17642,1.17694,1.17552,1.17595
8/11/2017 9:00,1.17598,1.17614,1.17499,1.17534
8/11/2017 10:00,1.17533,1.17648,1.17509,1.17555
8/11/2017 11:00,1.17556,1.17583,1.17487,1.17582
8/11/2017 12:00,1.17582,1.1773,1.17555,1.17599
8/11/2017 13:00,1.17599,1.17723,1.1758,1.17588
8/11/2017 14:00,1.17588,1.18343,1.17544,1.18161
8/11/2017 15:00,1.18164,1.18298,1.17778,1.17988
8/11/2017 16:00,1.17978,1.18099,1.17868,1.17926
8/11/2017 17:00,1.17927,1.18107,1.17863,1.18104
8/11/2017 18:00,1.18103,1.18221,1.18056,1.18205
8/11/2017 19:00,1.18221,1.18448,1.18216,1.18372
8/11/2017 20:00,1.18372,1.18392,1.18212,1.18236
8/11/2017 21:00,1.18238,1.18289,1.18208,1.18251
8/11/2017 22:00,1.18249,1.18253,1.18214,1.18216
8/14/2017 2:00,1.18253,1.18293,1.18185,1.18191
8/14/2017 3:00,1.18192,1.18348,1.1817,1.18306
8/14/2017 4:00,1.18293,1.18338,1.18273,1.18275
8/14/2017 5:00,1.18271,1.18316,1.18249,1.18269
8/14/2017 6:00,1.18267,1.18275,1.18178,1.18185
8/14/2017 7:00,1.18184,1.18214,1.18097,1.18202
8/14/2017 8:00,1.18195,1.18327,1.18104,1.1831
8/14/2017 9:00,1.18307,1.18384,1.18006,1.1808
8/14/2017 10:00,1.1808,1.18096,1.17921,1.18037
8/14/2017 11:00,1.18036,1.18072,1.17971,1.1798
8/14/2017 12:00,1.17981,1.1804,1.17916,1.17992
8/14/2017 13:00,1.17993,1.17998,1.17873,1.17923
8/14/2017 14:00,1.1793,1.17999,1.17916,1.17957
8/14/2017 15:00,1.17957,1.18019,1.17848,1.17911
8/14/2017 16:00,1.17912,1.17912,1.177,1.17823
8/14/2017 17:00,1.17824,1.1788,1.17748,1.17863
8/14/2017 18:00,1.17861,1.17959,1.17753,1.17932
8/14/2017 19:00,1.17927,1.17951,1.17721,1.17735
8/14/2017 20:00,1.17734,1.1786,1.17733,1.17832
8/14/2017 21:00,1.17825,1.17888,1.17819,1.17849
8/14/2017 22:00,1.17849,1.17883,1.17782,1.17805
8/14/2017 23:00,1.17805,1.17816,1.17755,1.17762
8/15/2017 0:00,1.17764,1.17804,1.17755,1.17785
8/15/2017 1:00,1.17787,1.17804,1.17685,1.17757
8/15/2017 2:00,1.17758,1.17896,1.17753,1.1781
8/15/2017 3:00,1.17813,1.17925,1.17813,1.17855
8/15/2017 4:00,1.17855,1.1786,1.17816,1.1783
8/15/2017 5:00,1.17829,1.17842,1.17801,1.17821
8/15/2017 6:00,1.17821,1.17862,1.1777,1.17774
8/15/2017 7:00,1.17773,1.17797,1.17604,1.17607
8/15/2017 8:00,1.17605,1.17641,1.17372,1.17429
8/15/2017 9:00,1.17428,1.17473,1.17216,1.17462
8/15/2017 10:00,1.17463,1.1769,1.17443,1.17566
8/15/2017 11:00,1.1756,1.17636,1.17496,1.17497
8/15/2017 12:00,1.17503,1.17524,1.1739,1.17499
8/15/2017 13:00,1.17497,1.17577,1.17341,1.17396
8/15/2017 14:00,1.17398,1.17449,1.16872,1.16918
8/15/2017 15:00,1.16918,1.1724,1.16903,1.17074
8/15/2017 16:00,1.17073,1.17195,1.17015,1.17191
8/15/2017 17:00,1.1719,1.17389,1.17145,1.17361
8/15/2017 18:00,1.17358,1.17382,1.17297,1.17373
8/15/2017 19:00,1.1737,1.17433,1.17367,1.17385
8/15/2017 20:00,1.17389,1.17389,1.17273,1.1734
8/15/2017 21:00,1.17338,1.17405,1.17327,1.17394
8/15/2017 22:00,1.17393,1.17399,1.17328,1.17353
8/15/2017 23:00,1.17354,1.17377,1.17341,1.17353
8/16/2017 0:00,1.17357,1.17391,1.17304,1.17375
8/16/2017 1:00,1.17375,1.17436,1.1737,1.17405
8/16/2017 2:00,1.17395,1.17456,1.17364,1.1738
8/16/2017 3:00,1.17384,1.1742,1.17343,1.17388
8/16/2017 4:00,1.17388,1.17416,1.17361,1.17365
8/16/2017 5:00,1.17362,1.17402,1.1736,1.17395
8/16/2017 6:00,1.17395,1.17436,1.17379,1.17426
8/16/2017 7:00,1.17426,1.17473,1.17375,1.17414
8/16/2017 8:00,1.17415,1.17415,1.1724,1.17307
8/16/2017 9:00,1.17308,1.17581,1.17144,1.17157
8/16/2017 10:00,1.17168,1.17388,1.16917,1.17257
8/16/2017 11:00,1.17262,1.17397,1.17228,1.17236
8/16/2017 12:00,1.17236,1.17242,1.16958,1.17019
8/16/2017 13:00,1.17018,1.17147,1.1699,1.17116
8/16/2017 14:00,1.17121,1.17207,1.17016,1.17035
8/16/2017 15:00,1.17032,1.17066,1.16821,1.16947
8/16/2017 16:00,1.16948,1.17159,1.16937,1.17028
8/16/2017 17:00,1.17033,1.17093,1.16941,1.17019
8/16/2017 18:00,1.17017,1.17043,1.16913,1.17015
8/16/2017 19:00,1.17012,1.17428,1.17006,1.1734
8/16/2017 20:00,1.17343,1.17788,1.17318,1.17684
8/16/2017 21:00,1.1768,1.17731,1.17625,1.17692
8/16/2017 22:00,1.17692,1.17718,1.1766,1.17673
8/16/2017 23:00,1.17668,1.17724,1.17661,1.17716
8/17/2017 0:00,1.17707,1.17795,1.17706,1.17778
8/17/2017 1:00,1.1777,1.17794,1.17699,1.17738
8/17/2017 2:00,1.17738,1.17747,1.17652,1.17679
8/17/2017 3:00,1.17679,1.17887,1.1767,1.17887
8/17/2017 4:00,1.17887,1.17899,1.17777,1.17825
8/17/2017 5:00,1.17826,1.17832,1.17751,1.17775
8/17/2017 6:00,1.17775,1.17822,1.17775,1.17793
8/17/2017 7:00,1.17793,1.17895,1.1776,1.17791
8/17/2017 8:00,1.17786,1.17799,1.17632,1.17633
8/17/2017 9:00,1.17631,1.17655,1.17511,1.1756
8/17/2017 10:00,1.17557,1.17557,1.17304,1.17327
8/17/2017 11:00,1.17331,1.17375,1.17039,1.17067
8/17/2017 12:00,1.17067,1.17084,1.16903,1.16975
8/17/2017 13:00,1.16978,1.17137,1.16626,1.16996
8/17/2017 14:00,1.16998,1.17039,1.16818,1.16937
8/17/2017 15:00,1.16934,1.17287,1.16926,1.17277
8/17/2017 16:00,1.17273,1.17475,1.17155,1.17452
8/17/2017 17:00,1.17455,1.17455,1.17321,1.17353
8/17/2017 18:00,1.17353,1.17537,1.17323,1.17412
8/17/2017 19:00,1.17414,1.17517,1.17391,1.17414
8/17/2017 20:00,1.17414,1.17515,1.17398,1.17399
8/17/2017 21:00,1.17398,1.17469,1.1727,1.17278
8/17/2017 22:00,1.17282,1.17333,1.17183,1.17229
8/17/2017 23:00,1.17232,1.17292,1.17187,1.17261
8/18/2017 0:00,1.17268,1.1731,1.17246,1.17268
8/18/2017 1:00,1.17267,1.17301,1.17087,1.17158
8/18/2017 2:00,1.17162,1.173,1.17103,1.17281
8/18/2017 3:00,1.17281,1.17353,1.17238,1.17327
8/18/2017 4:00,1.17323,1.17362,1.17293,1.17293
8/18/2017 5:00,1.17296,1.17359,1.17294,1.17307
8/18/2017 6:00,1.17307,1.17396,1.17303,1.17382
8/18/2017 7:00,1.17375,1.17408,1.17327,1.17333
8/18/2017 8:00,1.17328,1.17412,1.17256,1.17376
8/18/2017 9:00,1.17371,1.17573,1.17214,1.17266
8/18/2017 10:00,1.17256,1.1749,1.17236,1.17473
8/18/2017 11:00,1.17476,1.17747,1.17357,1.17357
8/18/2017 12:00,1.17347,1.17528,1.17341,1.17487
8/18/2017 13:00,1.17487,1.17511,1.17315,1.17344
8/18/2017 14:00,1.17364,1.17497,1.17342,1.17487
8/18/2017 15:00,1.17497,1.17541,1.17361,1.17426
8/18/2017 16:00,1.17416,1.17588,1.17371,1.17493
8/18/2017 17:00,1.17494,1.17551,1.17299,1.17479
8/18/2017 18:00,1.17475,1.17553,1.17432,1.17493
8/18/2017 19:00,1.17493,1.17541,1.17407,1.17531
8/18/2017 20:00,1.17533,1.17607,1.17518,1.17588
8/18/2017 21:00,1.17591,1.17676,1.17585,1.17633
8/18/2017 22:00,1.17632,1.1766,1.17594,1.17595
8/21/2017 2:00,1.17565,1.17572,1.17508,1.17516
8/21/2017 3:00,1.17516,1.17596,1.17512,1.17583
8/21/2017 4:00,1.17582,1.17628,1.17565,1.17598
8/21/2017 5:00,1.17598,1.17598,1.17517,1.17547
8/21/2017 6:00,1.17546,1.17582,1.17512,1.17513
8/21/2017 7:00,1.17514,1.17554,1.17451,1.1746
8/21/2017 8:00,1.17461,1.17483,1.17351,1.17379
8/21/2017 9:00,1.17378,1.17421,1.17311,1.17404
8/21/2017 10:00,1.17402,1.17496,1.17387,1.17411
8/21/2017 11:00,1.17409,1.17453,1.17368,1.17398
8/21/2017 12:00,1.17401,1.17583,1.17376,1.17578
8/21/2017 13:00,1.17582,1.17697,1.17575,1.17642
8/21/2017 14:00,1.17648,1.17829,1.17592,1.17802
8/21/2017 15:00,1.17799,1.17897,1.17771,1.17884
8/21/2017 16:00,1.17886,1.18194,1.17886,1.18151
8/21/2017 17:00,1.1815,1.1825,1.18112,1.18127
8/21/2017 18:00,1.18127,1.18241,1.18096,1.1824
8/21/2017 19:00,1.18246,1.18282,1.18164,1.18189
8/21/2017 20:00,1.18189,1.18228,1.18098,1.18123
8/21/2017 21:00,1.18127,1.1813,1.18075,1.18096
8/21/2017 22:00,1.18092,1.18173,1.18074,1.18137
8/21/2017 23:00,1.18154,1.18172,1.18112,1.18134
8/22/2017 0:00,1.18131,1.18177,1.18087,1.18093
8/22/2017 1:00,1.18089,1.18154,1.18083,1.18115
8/22/2017 2:00,1.18107,1.18171,1.18106,1.18144
8/22/2017 3:00,1.18144,1.18243,1.18117,1.18129
8/22/2017 4:00,1.18133,1.18134,1.18044,1.18053
8/22/2017 5:00,1.18053,1.18083,1.1803,1.18083
8/22/2017 6:00,1.18083,1.181,1.18063,1.18066
8/22/2017 7:00,1.18065,1.1807,1.17958,1.18019
8/22/2017 8:00,1.18019,1.18066,1.17907,1.17908
8/22/2017 9:00,1.17903,1.17941,1.1784,1.17933
8/22/2017 10:00,1.1793,1.1793,1.17668,1.17728
8/22/2017 11:00,1.17718,1.17722,1.1755,1.17554
8/22/2017 12:00,1.17555,1.17587,1.17454,1.17534
8/22/2017 13:00,1.17533,1.17693,1.17477,1.17682
8/22/2017 14:00,1.1768,1.1773,1.17536,1.17617
8/22/2017 15:00,1.17617,1.17686,1.1752,1.17538
8/22/2017 16:00,1.17538,1.17666,1.17503,1.17629
8/22/2017 17:00,1.17631,1.17718,1.17615,1.17621
8/22/2017 18:00,1.17622,1.17706,1.17603,1.17636
8/22/2017 19:00,1.17642,1.17646,1.17527,1.17531
8/22/2017 20:00,1.17531,1.17547,1.17482,1.17515
8/22/2017 21:00,1.17515,1.17609,1.17499,1.17599
8/22/2017 22:00,1.17592,1.17641,1.17577,1.17618
8/22/2017 23:00,1.17615,1.17653,1.17595,1.1765
8/23/2017 0:00,1.1765,1.17661,1.17604,1.17646
8/23/2017 1:00,1.17646,1.17663,1.17609,1.17617
8/23/2017 2:00,1.17615,1.17618,1.17493,1.17494
8/23/2017 3:00,1.17497,1.17588,1.17479,1.17578
8/23/2017 4:00,1.17578,1.17647,1.17541,1.17646
8/23/2017 5:00,1.17647,1.1766,1.17591,1.17605
8/23/2017 6:00,1.17602,1.17618,1.1757,1.17581
8/23/2017 7:00,1.17585,1.17616,1.17574,1.17588
8/23/2017 8:00,1.17587,1.17602,1.17512,1.17561
8/23/2017 9:00,1.17566,1.17839,1.17401,1.17812
8/23/2017 10:00,1.17813,1.17921,1.17758,1.179
8/23/2017 11:00,1.179,1.17936,1.17759,1.17794
8/23/2017 12:00,1.17794,1.17853,1.1777,1.17817
8/23/2017 13:00,1.17819,1.18006,1.17818,1.17998
8/23/2017 14:00,1.18005,1.18079,1.17924,1.17948
8/23/2017 15:00,1.1795,1.17988,1.17872,1.17979
8/23/2017 16:00,1.17988,1.18197,1.17978,1.18158
8/23/2017 17:00,1.18157,1.18165,1.17998,1.18015
8/23/2017 18:00,1.18014,1.18046,1.17978,1.18012
8/23/2017 19:00,1.18012,1.18161,1.18012,1.18121
8/23/2017 20:00,1.18119,1.18232,1.1807,1.18204
8/23/2017 21:00,1.18199,1.18231,1.18155,1.18178
8/23/2017 22:00,1.18179,1.18199,1.18059,1.1807
8/23/2017 23:00,1.18072,1.18119,1.18072,1.18097
8/24/2017 0:00,1.18097,1.18134,1.18076,1.18114
8/24/2017 1:00,1.18114,1.18178,1.18114,1.18158
8/24/2017 2:00,1.18155,1.18172,1.18077,1.18093
8/24/2017 3:00,1.18093,1.18097,1.18008,1.18012
8/24/2017 4:00,1.18015,1.18061,1.17946,1.18055
8/24/2017 5:00,1.18053,1.18053,1.17967,1.18023
8/24/2017 6:00,1.18024,1.18036,1.17988,1.18024
8/24/2017 7:00,1.18025,1.1808,1.18008,1.18052
8/24/2017 8:00,1.18052,1.18063,1.17877,1.17912
8/24/2017 9:00,1.17909,1.17969,1.17884,1.17931
8/24/2017 10:00,1.1793,1.17986,1.17843,1.17873
8/24/2017 11:00,1.17873,1.17961,1.17862,1.17913
8/24/2017 12:00,1.17911,1.17926,1.17849,1.1792
8/24/2017 13:00,1.17919,1.181,1.17907,1.18073
8/24/2017 14:00,1.18069,1.181,1.17947,1.17991
8/24/2017 15:00,1.17994,1.18046,1.17916,1.18009
8/24/2017 16:00,1.18014,1.18058,1.17878,1.18045
8/24/2017 17:00,1.18043,1.18069,1.17988,1.18014
8/24/2017 18:00,1.18014,1.18103,1.17979,1.18045
8/24/2017 19:00,1.1805,1.18144,1.1805,1.18117
8/24/2017 20:00,1.18116,1.18136,1.18023,1.18054
8/24/2017 21:00,1.18055,1.1806,1.17982,1.18014
8/24/2017 22:00,1.18014,1.18031,1.17988,1.17988
8/24/2017 23:00,1.17994,1.18015,1.17985,1.18001
8/25/2017 0:00,1.18009,1.18039,1.18002,1.18037
8/25/2017 1:00,1.18038,1.18041,1.17964,1.17977
8/25/2017 2:00,1.17971,1.17995,1.17924,1.17967
8/25/2017 3:00,1.17968,1.17978,1.17878,1.17899
8/25/2017 4:00,1.17904,1.1795,1.17886,1.17946
8/25/2017 5:00,1.17946,1.18,1.17925,1.1797
8/25/2017 6:00,1.17974,1.17985,1.17951,1.17981
8/25/2017 7:00,1.17981,1.18,1.17945,1.17968
8/25/2017 8:00,1.17965,1.17971,1.1789,1.17914
8/25/2017 9:00,1.17914,1.17914,1.17739,1.17805
8/25/2017 10:00,1.17802,1.18014,1.178,1.17964
8/25/2017 11:00,1.17961,1.18049,1.17958,1.18042
8/25/2017 12:00,1.18043,1.18269,1.18023,1.18174
8/25/2017 13:00,1.18173,1.18229,1.18132,1.18153
8/25/2017 14:00,1.18154,1.18164,1.18005,1.18054
8/25/2017 15:00,1.18054,1.18147,1.17862,1.1798
8/25/2017 16:00,1.17974,1.18749,1.17936,1.18707
8/25/2017 17:00,1.18709,1.18843,1.18687,1.18729
8/25/2017 18:00,1.18729,1.18869,1.18727,1.18869
8/25/2017 19:00,1.18878,1.18899,1.1881,1.18826
8/25/2017 20:00,1.18823,1.18828,1.18723,1.18795
8/25/2017 21:00,1.18788,1.19414,1.18672,1.19246
8/25/2017 22:00,1.19248,1.19346,1.19172,1.19212
8/28/2017 2:00,1.19512,1.19516,1.19225,1.19297
8/28/2017 3:00,1.19296,1.19303,1.19218,1.19267
8/28/2017 4:00,1.19267,1.1927,1.19202,1.19254
8/28/2017 5:00,1.19254,1.19255,1.19211,1.19215
8/28/2017 6:00,1.19216,1.19236,1.19204,1.19205
8/28/2017 7:00,1.19205,1.19347,1.19171,1.19342
8/28/2017 8:00,1.19341,1.19374,1.19248,1.19326
8/28/2017 9:00,1.19324,1.19424,1.19214,1.19256
8/28/2017 10:00,1.19256,1.19375,1.19198,1.19309
8/28/2017 11:00,1.19307,1.19369,1.19286,1.19334
8/28/2017 12:00,1.19334,1.19402,1.19326,1.1937
8/28/2017 13:00,1.1937,1.1937,1.19245,1.19249
8/28/2017 14:00,1.19258,1.19385,1.19219,1.19347
8/28/2017 15:00,1.1935,1.19401,1.19264,1.19367
8/28/2017 16:00,1.19361,1.19574,1.19354,1.19549
8/28/2017 17:00,1.19553,1.19756,1.1952,1.1972
8/28/2017 18:00,1.19724,1.19815,1.1972,1.19768
8/28/2017 19:00,1.1977,1.19805,1.19736,1.19774
8/28/2017 20:00,1.19774,1.19837,1.19773,1.1979
8/28/2017 21:00,1.19791,1.19797,1.1973,1.1974
8/28/2017 22:00,1.19743,1.19789,1.1974,1.19787
8/28/2017 23:00,1.19787,1.19845,1.19747,1.19781
8/29/2017 0:00,1.1978,1.1986,1.1963,1.19677
8/29/2017 1:00,1.19684,1.19696,1.19556,1.19641
8/29/2017 2:00,1.19645,1.19721,1.19624,1.1965
8/29/2017 3:00,1.19652,1.19726,1.19625,1.19685
8/29/2017 4:00,1.19686,1.19715,1.19654,1.19699
8/29/2017 5:00,1.19697,1.1973,1.19663,1.1969
8/29/2017 6:00,1.1969,1.19771,1.19689,1.19746
8/29/2017 7:00,1.19745,1.19819,1.19719,1.19819
8/29/2017 8:00,1.19818,1.2018,1.19737,1.20168
8/29/2017 9:00,1.20166,1.2047,1.20115,1.2047
8/29/2017 10:00,1.20471,1.20702,1.20414,1.20601
8/29/2017 11:00,1.20603,1.20665,1.20374,1.20394
8/29/2017 12:00,1.20391,1.20534,1.20319,1.20353
8/29/2017 13:00,1.20348,1.20475,1.20327,1.20422
8/29/2017 14:00,1.20429,1.20593,1.20283,1.20292
8/29/2017 15:00,1.2029,1.2034,1.20202,1.20252
8/29/2017 16:00,1.20266,1.20278,1.20093,1.20257
8/29/2017 17:00,1.20258,1.20381,1.20167,1.20249
8/29/2017 18:00,1.20249,1.20249,1.20107,1.20164
8/29/2017 19:00,1.20167,1.20204,1.1996,1.20011
8/29/2017 20:00,1.20012,1.20016,1.19822,1.19913
8/29/2017 21:00,1.19913,1.19968,1.19677,1.19686
8/29/2017 22:00,1.19686,1.19792,1.19463,1.19721
8/29/2017 23:00,1.19724,1.19744,1.19642,1.1968
8/30/2017 0:00,1.197,1.19778,1.19673,1.19745
8/30/2017 1:00,1.19746,1.1976,1.19632,1.19699
8/30/2017 2:00,1.19699,1.1979,1.1967,1.19748
8/30/2017 3:00,1.19746,1.19778,1.19675,1.19756
8/30/2017 4:00,1.19752,1.19791,1.1974,1.19768
8/30/2017 5:00,1.19767,1.19831,1.19758,1.19825
8/30/2017 6:00,1.19821,1.19842,1.19729,1.19737
8/30/2017 7:00,1.19737,1.19747,1.19642,1.19651
8/30/2017 8:00,1.19651,1.19679,1.19423,1.19544
8/30/2017 9:00,1.19618,1.1969,1.19386,1.19567
8/30/2017 10:00,1.19565,1.19567,1.19405,1.19441
8/30/2017 11:00,1.19435,1.19546,1.19391,1.19511
8/30/2017 12:00,1.19503,1.19527,1.19422,1.19484
8/30/2017 13:00,1.19486,1.19499,1.19245,1.19269
8/30/2017 14:00,1.19269,1.19307,1.1895,1.19185
8/30/2017 15:00,1.19185,1.19378,1.19091,1.19127
8/30/2017 16:00,1.19127,1.19204,1.18954,1.19123
8/30/2017 17:00,1.19136,1.19288,1.18995,1.19268
8/30/2017 18:00,1.19268,1.19268,1.18987,1.19043
8/30/2017 19:00,1.1904,1.1904,1.18932,1.18987
8/30/2017 20:00,1.18987,1.19014,1.18829,1.189
8/30/2017 21:00,1.1889,1.18947,1.18863,1.18899
8/30/2017 22:00,1.18891,1.18891,1.18808,1.1884
8/30/2017 23:00,1.18839,1.18961,1.18825,1.1894
8/31/2017 0:00,1.1894,1.18968,1.1889,1.18961
8/31/2017 1:00,1.18961,1.18968,1.18883,1.189
8/31/2017 2:00,1.1893,1.18968,1.18901,1.18933
8/31/2017 3:00,1.18931,1.18973,1.18717,1.18777
8/31/2017 4:00,1.18775,1.18829,1.1874,1.18778
8/31/2017 5:00,1.18777,1.18808,1.18716,1.18744
8/31/2017 6:00,1.18744,1.18822,1.18738,1.18788
8/31/2017 7:00,1.18787,1.18808,1.18706,1.18733
8/31/2017 8:00,1.18734,1.18953,1.1867,1.18903
8/31/2017 9:00,1.18907,1.19033,1.18838,1.18912
8/31/2017 10:00,1.18914,1.1897,1.18812,1.1897
8/31/2017 11:00,1.18966,1.19055,1.18711,1.18775
8/31/2017 12:00,1.18775,1.18789,1.18449,1.18606
8/31/2017 13:00,1.18609,1.18622,1.18347,1.18375
8/31/2017 14:00,1.18392,1.1853,1.18232,1.18433
8/31/2017 15:00,1.18433,1.18599,1.18358,1.18534
8/31/2017 16:00,1.1854,1.18979,1.18496,1.18897
8/31/2017 17:00,1.18901,1.19077,1.18727,1.18933
8/31/2017 18:00,1.1893,1.18956,1.18704,1.18805
8/31/2017 19:00,1.18806,1.18937,1.18789,1.18919
8/31/2017 20:00,1.18919,1.19094,1.18899,1.19032
8/31/2017 21:00,1.19036,1.19061,1.18948,1.19053
8/31/2017 22:00,1.19053,1.19124,1.19031,1.19096
8/31/2017 23:00,1.19097,1.19219,1.19077,1.19205
9/1/2017 0:00,1.19181,1.1923,1.19123,1.19132
9/1/2017 1:00,1.1913,1.19149,1.1908,1.19093
9/1/2017 2:00,1.19092,1.19109,1.19058,1.19099
9/1/2017 3:00,1.19099,1.19114,1.19042,1.19076
9/1/2017 4:00,1.19077,1.1913,1.19048,1.19059
9/1/2017 5:00,1.19056,1.19089,1.19008,1.19014
